,评论
203,居然还有2.5%的人不满意？
204,那剩下的2.5%为什么不满意呢？
205,这不是在火车上统计有多少买到票的？根据我身边情况，九成的家长因为双减怨声载道，天天为孩子发愁。请一对一家教上门比报辅导班贵多了
206,不好说。我在某养老小县城的小机构干活，我感觉在这地方义务教育阶段家长的满意度应该是挺高的。因为双减出来与家长谈转周中或者退费这事，我都顺便还问过他们学校那边的调查。无论那边意愿是不是退费，大部分家长都是第一反应不报给学校补习情况的。甚至我们找家长要姓名身份证补合同他们也生怕给学校知道拒绝提供（因为说了这是给备案的）。所以就算老师不手把手教怎么填调查，大家都心知肚明要怎么填才好的。不过话说回来，这边小县城大家也是挺佛系的，所谓的升学压力前途什么的家长和孩子都很少有想的。所以双减下来也确实挺多家长松一口气的，很多以前是孩子这科不行所以补这科，现在不给补了就算了以后看孩子自己造化的。反而对学校课后服务怨气比较大，价格比外边托管兴趣班还贵，老师暗示必须要在校会有任务发给孩子，挤在一起接送也麻烦。原本路窄学校又多，几家学校一起放学，接个小孩如长征。我有幸走过一段，200米走走停停二十分钟，脚都能给尾气烫熟。
207,我不知道样本哪里的大家有没有说真心话教培业内人士反馈:该补的一个没少学生反馈:学校的饭真的难吃
208,学生党表示非常不满意，但是投的满意
209,我猜那2.5既是家长，也是老师。没事很快就没有了因为都累死了
210,有个个人的观察体会，小学四年级以下家长普遍比较满意，五六年级有点分歧，初中没怎么见过说很满意的。还有一个个人的小疑惑，双减涉及家长，学生，教师三方，怎么没人调查学生是否满意？教师是否满意呢？咋回事？后面会不会调查呀？
211,不能匿名啊那没事了
212,我们学校让用作业平板，所有人都填是了，我能填否？
213,在车上听广播听到了这个问卷调查我其实还真的很好奇为什么这么着急啊急于证明啥么，比如说：我干的都是对的？我拥护者众多？决策都是合理的？这才一个月啊，一个影响力这么大的政策，这么急于证明啊？计划生育咋没见的你做问卷？下架迪迦奥特曼怎么没见你做问卷？刚刚搞完吴亦凡，就把我的很大，你忍一下拿过来学体制是个好东西我坚决拥护另：上次我听到的调查问卷是另一个版本，好像满意度没这么高，60？铁拳挥打够了也该停了，您到底在打谁啊？双减？把双的内容换成减中高考不就行了（求求知乎别再封回答了，我的回答，没有引战，没用触犯法律，没用挑起争执）
214,反正我是挺满意。家里老二上三年级，双减之后每天作业基本在学校就能做完了，回家坐练练英语听读就行。小学那点课程真没必要搞的太紧张。放学就是踢球。球场也是双减政策之后配套建的，全封闭，五人制，人造草坪，附近每个社区都有一个，差不多就是一公里半径范围内就能找到一个。对了，晚饭后还能玩玩VR或者塞尔达什么的。
215,说真的，减负又不是为了孩子减的，是为了家长为了劳动力减的负，想各种方法让你不要为了生孩子为难。你说你担心阶级下降，国家还没到共产主义呢，国际环境这么差先活下去再说吧。
216,一个前苏联的笑话来源：网络前苏联，有个人要移民美国，移民局人问他：“你对现在的国家不满意吗？”他答：“满意。”“你对这里的领导不满意吗？”他答：“满意。”“那你对这里的什么不满意？”他答：“都满意。”“既然都满意，为什么还要移民？”他答：“因为移民到美国，在那里可以说不满意。”这个问题下的回答不允许设置匿名……我是不是在冲泉水……
217,近日，教育部发布《关于坚决查处变相违规开展学科类校外培训问题的通知》，将坚決查处学科类培训转入“地下”、换个“马甲”逃避监管等隐形变异问题，其中就包括“直播变录播”、“一对一家教”等形式。从教育部展现出来的架势看，是要对校外培训斩草除根。但这种做法最终成效如何还有待检验。国家强调“双减”，规范义务教育阶段的学科类培训，井非要“一刀切”关停学科类培训，而是要让学科类培训回归到其应该有的地位和功能上。畸形发展的教培行业当然是需要规范的；但如果教育部要与所有的校外培训“较劲”，最终结果肯定是“双输”。因为只要高考指挥棒还在那里，应试教育还在那里，教育体制和机制的各种毛病和问题就都在那里。如果这些根本问题不改革，只抓住教培一遍又一遍地搞整顿，势必制造更多的矛盾和怨言。要知道教育部的根本责任是发展中国的教育，而不是往“教培整顿部”方向发展。
218,没劲，现在知乎大部分人除了阴阳怪气还会干啥？事实依据在哪里？能拿出来吗？
219,我班主任前几天把包括我在内十几个人叫到办公室，给了我们问卷的二维码，然后一道道题告诉我们应该选的选项，并表示他给小学的女儿填问卷的时候也是按照学校要求的选项填的
220,这下安逸了，有些东西只有家长自己教了
221,大爷，你买到车票了吗？新版本
222,我有个邻居叔叔小孩，现在读初一，邻居跟我家特别亲，我读小学了才跟邻居叔叔分家的。中秋节回去，他们班群发了个调查问卷，让同学们填好后截图发群里（不是选项的截图，是回答完之后的截图）我大概看了几眼就是关于减负的，比如几点钟睡觉啊，早上几点起，每天做作业要多久，是否有要家长参与的作业啥的。亲戚都是在家务农的没怎么管，让小孩自己填然后问我怎么填合适我也不知道老师能不能看到谁怎么填是不是完全匿名的，只能说，这个明显是国家调查减负的，选项别跟学校对着干，往好里填。小孩填好后给我看了一眼，把个别明显不符合减负政策的选项改了以后，不至于会被老师看到认为是刺头，就提交了。我相信不只是我一个人这么填
223,家长满不满意我不知道。坐标北京刚刚结婚买房，我老婆失业了，过往经验可能用不到接下来的工作了。去面试了一些她意向的招聘会，别的条件都还好，公立教师和公务员的话卡在北京户口上了。她当时找工作也比较随性，没有那么长远的考虑了，就去了某大机构。有些东西硕士研究生毕业错过了就是错过了，大点了动那些脑子都没用。我让她多歇歇，有些家长想让她弄私班我否定了。在这个风口上，真有点啥还不被法律保护。我觉得双减工作的成效显著，体现在我的脸上，让我这个嬉皮笑脸的人也严肃了许多。哦，对了，我是个游戏开发。已经做好充分心理准备。
224,可以匿名吗
225,说真的，双减后，由公开的竞争改为隐形的，没觉得在减负。还是该干嘛干嘛
226,两个孩子的父亲。游戏设计师。IT工作者。教育行业相关。那个匿名问卷我填了，基本上是随便填的。南京遭遇疫情，你调查的时候我们刚刚开始上学，有什么不满意的呢？所有教育机构都被疫情停业了，没什么课外培训。对了，我认识的教育系统的高校老师鸡娃个个比吃了炫迈还迈：孩子不出国，没有一个光明的未来行动上都不能接受，也坚定地支持国家政策，反正综合岗双休下午4点半下班教学岗一周上两天班。关于调查的匿名性，IT从业者是觉得这是一个假概念。小学老师们也认可在同一水平上，我们的孩子和市区的孩子有着成绩上的差异的。我也是97.5%之一，我家两个孩子不参加课后服务。
227,国家的力量真是无穷的。国家一声令下，我和我的同事们再也不用为谁留守值班，谁去接娃而苦恼了。记得我娃还小的时候，常常从乡下奔赴学校，遇上恶劣天气，常常手忙脚乱。这样的家长，怎么敢有生二胎的念头呢？所以，双减其实也是国家层面为二胎三胎政策做出的惠民政策。疲于在路上的家长，终于可以松口气了。苦恼的是做补习班的那些机构。一刀切的停止线下学科类的培训机构，不讲求质量只讲求利益的补习班终于不再是孩子的负担和家长无奈的选择。国家也正在整治一对一专业补习的乱象，真正要实现教育的公平，双减的实施还在路上，延时服务的效果我们也拭目以待。
228,问卷不是老师教着怎么填的？
229,假如统计丢硬币，丢了20次都是正面，这时候我们并不会统计出正面的概率是百分之100，而是会人为的加入反面例来让他满足统计学上的计算要求，其实那些反面例不是真实存在的。所以大家没必要担心剩下那些百分之2.5的人，他们就是为了满足分母不为0凑数的。
230,满意不满意自己心里没数么，做做样子给领导看就行了，反正领导看的只是政绩，从不看实际
231,这个问卷在9月中旬先答了一遍。然后前几天，孩子回家跟我说，学校要求答问卷，老师已经明确填写要求了。我扫码进去一看，这不是上次填过的问卷吗！？怎么又填一遍？但老师要求必须完成啊，只能按照孩子传达的老师指示，把问卷又填一遍。所以满意度当然高咯
232,我的教师母亲因此更劳累了，加班的更频繁了！
233,造数据的搞个百分之七八十，我可能都信了；然而它可是高达97.5%！说说身边的事吧，坐标华中的某省会城市，不知道是市里还是区里的安排，要求小学生六点放学。先不谈减负后这最后几节课能干嘛（据说是自习、看书），当小学生和初中生一个点放学的时候，交通问题已经赢麻了。再者，小学学校里现在貌似是不让搞小卖铺了吧，也没几个学校晚上安排了晚饭。几岁的伢有几个能正常撑到六点不吃东西的？
234,不满意
235,直接写100%不就行了，非得假惺惺的整个97.5%。呸，恶心
236,作为家长，整天要在QQ群随时待命回复老师学校各安排…没法上班，无力吐槽…
237,小心国外。敌对。势力。利用双减
238,不满意的都被踢出群聊了
239,有点好笑。只讲件小事儿：有身边人是小学副科老师，刚好他上周发了一个调查问卷让大家填写，并附上标准答案Word文档，调查对象正是小学生家长，调查内容正是减负效果，over。
240,其实想不明白减了辅导班真能让学生更轻松吗我大学老师，一个闺女小学天天在家上外教网课学英语，一个儿子初三周末英语物理化学轮着家教..减在哪儿了..
241,可不敢不感恩
242,收到一个调查表，但填写内容有局限性，不敢政治错误。反对这个双减，流于形式。
243,我们那里的小学从一天八节课加到了十节课。我也不知道减了没有。
244,呵呵，满意就好。有的家长：听上面的啊，人家让干啥干啥，都吵吵什么呢有的家长：不行啊，得让孩子补课啊，以后分流去职高怎么办有的家长：家里抓学习，补课也得补，我家孩子绝对不能比我上的学校差有的家长：反正我们家孩子学习不好，补了也是白补，大家都不要补才好呢有的家长：找找关系，看看亲戚朋友家有没有中学名师，我们日常交往请教请教问题还是可以的没有当家长的人：双减是啥？啊反正我还没孩子，不关我事儿！
245,是不是遗漏很多人？我身边有娃在上学的没一个满意，说更累了
246,居然还有2.5%的人心怀不满，真以为团团找不到他们么？应该学习下我们，心怀感恩。
247,建议减少形式主义的活动，以及活动中需要家长配合的内容。
248,我不满意，女儿今年二年级
249,幸存者偏差，满意的会开心接受，不满意的会上网骂。所以仿佛大部分人都不满意罢了。（当然真实的减负满意率也不一定是97.5%）
250,学校让填调查问卷，我填个不满意？那我娃在学校还咋混？
251,第一，对于觉得没影响的，真心赞同的。其前提是自己作为父母要有好的学习能力，能够辅导孩子。我也不想让下一代跑去学科类辅导班，很想去公园，博物馆美术馆科技馆，去领略山海，去感受各地民俗等等。但是，后面说的这些，我觉得不能只是光看看，或者说，这些其实是一种资源环境，比教室更好的环境。而关键还在于环境中的教育，也就是应该在教室之外广阔的环境中去教育孩子，而不是仅仅我来过，我走过。不过这样子又有点难度了，毕竟自己也做不到。但是偶尔为之应该还可以。比如去了科技馆可以讲物理化生，去了博物馆能讲历史人文。第二，对于真实不满意的，觉得让自己孩子失去机会，可能被分流的。考虑到社会上大部分人并不是本科学历，也不一定能辅导自己孩子。但是谁又没有个进阶的梦？掏钱不一定解决，但可能有机会让孩子更进一步，这就足够了。现在双减，个人感觉最大的问题不是负担和作业，而是未来出路。输出端处理好了，只要孩子努力，即使发育晚点学的慢点，也能有不劳力和能睡安稳觉的工作，家长也就躺平了。毕竟家长为什么焦虑已经很清楚了，担心孩子未来找不到好工作。如果像以前大家一起为社会主义建设出力，大锅饭（不是提倡回去，仅举例说明出路的重要影响）。让家长卷都可能不会卷的。不过，话说回来，孩子的未来，在很多很多年之后，就像现在诸位，小时候也没有说有什么规划吧。生活依旧在。人非草木，更非机器，别忘了老马说的人是一切关系的总和，或者说人的记忆和其本身，是人自己和身边人一起建构出来的。那么所有的所有又像是命中注定（当然不是，而是说回忆时会觉得如此），所有的过往回忆似乎大部分与现在无关，思之如读故事，宛若他人之记忆。再如佛教一沙一世界观念，观众生的观念，似乎，没什么不可以，只要自己内心平淡，不失本心。但，怎样才能这样子？似乎又是要受到好的教育，而好的教育不是指学科教育，而是偏向人本主义的教育。再但是，这样的教育，如何普及？双减，开素质教育，再再但，还是要确保未来出路不能太差，毕竟再平淡和自知之明，也不太能忍受郊区工厂上夜班月入5000包吃住的工资吧。天地不仁，以万物为刍狗。还有就是，不要忘记本党最高使命。
252,不支持匿名，我也不好乱说什么，反正我现在也没孩子。
253,昨天我家附近的小学，一个五年级的孩子因为作业问题跳楼死亡（我没有任何主管判断，因为我也没有孩子，只是说一个事）
254,再配合：大力发展职业教育，中考不能跨市招生，学生们高中开始就分流了，有一大部分不用畏惧高考了，不用寒窗苦读了，中专毕业上大专，大专毕业去搬砖。社会劳动力又盘活了简直
255,不满意相当你没考满分是没资格参加评分滴
256,满意个锤子，穷人家最怕减负，减负意味着要花更多的时间和金钱为孩子补课，都什么年代了还把韩寒那个缺德玩意的话拿来忽悠底层呢？
257,私立学校是否也减负？如果不是，那么教育两极分化岂不是会更加严重，有钱的家庭的孩子能上省重点而在公立学校的孩子中考高考时大部分都只能被刷掉。
258,未婚家长表示很不满意，下班高峰期都延迟了。
259,在中国，我最不信任的两个部门：第一教育部，第二足协。
260,学校发下来的任何问卷，有哪个学生和家长敢填写不满意？？？
261,笑死，我坐个公交车一路上都能听见两次有人聊天骂双减。
262,具体成效不知道怎么衡量，但作为家长的我和孩子确实感觉轻松了不少，恢复了母慈子孝的良好家庭氛围。额外多读读多背背多写写的要求，孩子也愉快的执行了。
263,所以，为什么没有人给我问卷调查？
264,我真不知道这97.5%这个数据咋得出来的。就迷惑人呗。
265,我在知乎就没见过关于政策的正面评价。这不能说是马太效应吧？笑不活我，减了不满意，不减也不满意。这届网友还是一如既往的秀
266,哈哈哈哈反正我机构每个家长喊只是更挤了更乱了
267,初三学生，周一到周六，早上六点出门，晚上九点回家，作业写到晚上12点。周日上半天课。中秋放了一天假，这可能就是所谓的减负吧。
268,怎么还有2.5%不满意的？让他们出来说道说道，哪里不满意？
269,毕竟，绝大部分家长也不敢不满意不是？孩子进入初中后，之前俩学年都是每天6点20放学，也没额外收过费用，就是每天9节课，上5下4这样。而本学期开学刚一周，突然就发通知说本学期开始，每天下午5：10--6：20属于“校内课后服务”时间，因此需要缴纳500多元／学期。说实话，一学期500多块，倒也不贵，平均每月100来块钱，也没啥好说的。但，就是心里觉得怪怪的，
270,某小地方，班主任挣不了补课的钱，开始收取晚自习费用，初二开学收取1500晚自习费用，只收现金不要转账，不给发票，我只想问这些钱都去了哪里？（初一也上晚自习不收费）
271,一个苏联人准备移民去美国，上级知道了很不高兴。于是组织了一个委员会给他做思想工作。领导说：“同志，你为什么要去美国?是因为不满意没有好吃的?”“不是。”“是因为不满意住房条件太差?”“不是。”“是因为不满意工资水准太低?”“不是。”“那我们不明白了，你没有什么不满意的，为什么要去美国?”“因为在美国，我可以有不满意。”
272,看过一些超级大国崛起的相关论文和节目分析。给我一个印象（数据未必准确），一个政策如果能受益50%以上的人，那么这个政策就是个好政策。如果能让70%以上的人满意，这个政策就可以被用几十年甚至100年。所以，建议有关部门的压力不要那么大，而且部门竞争在这方面内卷真是意义不大。PS：你出去带100个党员过了马路，到马路另一头说不定就只剩下90不到了。
273,根据美国约翰霍普金斯大学统计，100%的美国民众对拜登政府感到反感！
274,到目前看来学校对“双减”相当配合，但是家长好像并不同意“减负”。要学校响应“减负”很简单，加强监管，加大惩罚力度。大部分学校是不敢逾越红线的。但是怎么给家长“思想”做“减负”工作，就是一个大难题了。家长“思想”不“减负”，就会给学校施压，给教育机构利益，最终“减负”也只是名存实亡的东西罢了。
275,我不明白，减负之后是优质高等教育资源增多了还是考试人数减少了，根的问题解决不了，减负注定只能是一场运动。
276,也不是所有学校都减了，放了三天，辅导小朋友做了两整天作业
277,教育部是从调查问卷里得出来的结论吧，家长敢写不满意吗？各种调查问卷是学校发的，而且记名，需要填写上家长和孩子的信息。家长敢说不满意吗？后续学校找来耗不起啊。家长天天一堆表要填，反馈要写，老师不布置作业了，家长敢让孩子不复习吗？
278,反正你们折腾，等我结婚生子的时候情况应该变了，是啥情况，更好还是更坏，看天吧～
279,意思是不满意的都是二百五啊？
280,我也填了问卷调查。作业时间我选了2小时以上我女儿跑过来说，不行，老师上课时说要填一小时以内我。。。。。。
281,当我看到这种媒体消息的时候，本能反应是质疑这个统计数据的真实性
282,明确的说，我是那2.5。很不满意。
283,我也看了，上面给我们发的问卷。根本不是在问对双减这个政策满意不满意，而是对学校开展的双减活动满意不满意。这俩差别太大了，哪个家长会没事找事给学校填差评。这问卷出的，一点价值都没有
284,呀呀呀，自己出试卷，自己改试卷，自己打分。100分都没有，你好意思吗？
285,95后，家里还留着当年被老师贴过小红花的作业本。遥想当年，一二年级的作业虽然看起来基础，但是都是打地基的东西，数学的运算，写数字，语文的字词，当年我们还用的是苏教版，语文教材比较难，二年级要会写大写的壹贰叁肆…老师每节课前会挑同学到黑板上写，因为这个被挂在黑板上了…所以印象深刻….我也不是天资聪颖的人，数学的运算纯粹就是妈妈逼着我天天练习，做口算题卡做练习册，熟能生巧，这些都是一二年级该做的事，当年学校老师也会在家长会上强调这个事…现在我也是一名老师，教五年级，各种吐槽就不说了，我们学校从四年级开始就要全区统考，现在的成绩已经啥也不是了，五年级还在练口算题卡你敢信？我当年五年级老师已经在布置奥数题了…除了作业之外每天都有两三道比较难的奥数题，后来上初中了才知道那玩意都是初中的题….
286,印象里，那个调查问卷的问题是：你对学校的减负工作满意吗？而不是问我对执行减负的意见，在执行这个政策之前，你们也没问我们的意见。说实话，我担心我填不满意，你们减的更厉害。
287,那2.5%是什么人？有什么目的？谁指使他们不满意的?居然今天就敢不满意了，他们以后还敢什么我都不敢想了！为什么不懂得感恩?
288,97.5%，不知道哪来的数据。
289,成效？是我傻了吗。我不知道其他地方怎么样，但我这里从来都以为减负只是说说而已。我初中那会，特意租了离学校近的地方，就这还必须六点起来，因为学校要求至少六点四十到，要是哪一天打扫卫生，还得提前十分钟。晚自习放学，冬天夏天轮换着来，有时候八点二十放学，有时候八点四十放学。你要是管这玩意叫减负，我真无话可说了。到现在也是这样，丝毫不变，我还觉得自从要求职高和普高的人数指标后，会更残酷呢。我居住的是个小县城，其他地方我就不知道了。我估摸着大部分小县城也是这样的吧。我也不属于百分之二点五那部分。因为我压根就没评价过，我父母也没评价过这玩意成效，因为大家都知道双减只是说说而已。
290,竟然不是100%
291,我不算真正的家长，具体来说我是姐姐，自从双减政策下来我的妹妹以及我妈其实emmmmm，并没有轻松，我妈表示十分崩溃，因为怎么说呢。双减老师轻松了，家长却在水深火热中，学校延时只允许做四十分钟的作业其他时间都在玩，但是这四十分钟并能完美让我妹妹巩固好当天的知识点，回家我妈还要进行辅导，同时作业这方面学校也不允许带字帖和口算卡练习册，都叫父母自己买了在家写，以至于我妈下了班还要检查我妹妹的作业，但是你说不叫她写让她玩不管是做妈妈的我妈还是做姐姐的我都不是很赞成，因为中高考的严峻，日渐缩小的升学率，江西离谱的高考分数线，以及隐藏分班考的压力，没考上面对无用的中专学校的这些都是让人无法承受的焦虑无法放心去让自己去信任双减
292,看到这么多调侃的回答，终于意识到对培训机构严管是没有问题的，你看把这些人急的啊……近六千万的数据，结合调查问卷是委托老师发给家长的，以家长的习惯（完成任务的心态），这样的统计结果可以难理解啊，应该是负偏态分布，并且大多数是满意，认为对极端值估计不足，能差出5%吗？就算真实有10%的不满意，有啥关系，100个知乎答主里也可能有不止1个培训机构从业者，所以有接近150万不满意，多正常。又不是搞科学研究，还要给你抽样校核下？这个数据说明双减大多数家长是满意的，一点毛病都没有。
293,人为统计的一切数据完全没有任何参考价值
294,不不不，数据错了不是97.5%，是100%！！
295,双减到位了，培训机构不一定真的做到没有补习功课。
296,家长敢不满意？那部长明天不要上班了
297,双减政策利好城市学生，无论是一线、二线还是三四线城市都是利好，毕竟一般市里面的学校基础设施，环境资金等等都可以在双减政策下，达成所要求的表象。农村学生要想考大学只能会越来越困难。看了很多答案，现在不仅仅是禁辅导班，连学校的教学活动也改了，不考试，不拓展，就学书上那一点点知识，哪怕将来考试就按简单的出，这些学生在以后的人生路上该补回去还的补回去。有个答案的评论区里面说他们班学习成绩最烂的学生，毕业后也能快速拼音打字，还说只有一个人品质好，懂的怎么做事，一个职业技工都比研究生强，我只能说个例不能代表全部，其次数学里面的三角函数，语文古诗词呀，确实从日常生活来讲没有什么作用，可人不会仅仅局限于日常生活中的点点滴滴，古诗词都有问题基本就告别阅读古文了，自然也欣赏不了古诗词的美，三角函数有问题基本就告别理工科了。我们义务教育阶段学的很多东西，包括后来学的东西看似没有用，实质是自己用了而不自知，还有一点，人不可能脱离实际而获得更多东西，理论指导实践，实践检验理论，如果真的上文里面的职业技工，他存在的问题可能就是只会实践，但是实践也是正确与错误之分的。
298,老师第一天在我们孩子群里发的，哎，怎么说呢，末端产业做不大，蛋糕做不大，无法减负，毕竟都要工作，我们应该创造争取更多就业岗位，提升高端产业竞争力，有更多的岗位不用卷就没有这些压力了，随便减负还不是这些学生吗？
299,我居然是这个国家里那2.5％刺头。。。。。。
300,我甚至怀疑不满意的2.5％的家长都在我身边。
301,我妈他们区教育局要求考察课后留校率，然后我妈学校校长就积极响应号召，要求班主任做工作课后全班留校，然后就给半个小时写作业其余时间课外活动？逆大天了属于是本来挺好一政策又被这群人搞成了考核项目，人家有的家长有时间看着孩子学校还硬留挺无语的
302,问卷真实性有多少？我们都是一人操作所有上级直接给了标准答案开会安排你这样操作这样回答不过我们是乡镇寄宿学校会双减吗目前还是没有的学生五点起床晚上九点多晚自习结束
303,问卷标准答案都给家长了，能不满意吗。另外问一句，不满意的选项有吗？怕不是，非常满意，比较满意，一般满意吧。
304,学术型人才的领导，永远不了解一线教师的困扰
305,数据肯定不准，不用怀疑。
306,虽然下面很多人在阴阳怪气问卷但是我还是不太了解，难道家长应该对“双减政策”不满意吗？我想不到不满意的理由
307,主要还是不同家长不同感受吧毕竟录取率还是摆在那里，影响到的就是可上可下的那一拨子孩子1、本来就比较佛系的家长，孩子成绩本生就不太好，菜场小学、菜场中学随便上上，双不双减对他们没有影响啊，现在学校提供晚托服务简直是再好不过了；2、本来就自己很能教，孩子也很优秀的家长，辅导不辅导本身就是锦上添花，他们本来就是双减政策下要被选拔出来的那一批，所以也无所谓；3、那些本来靠着鸡血和没日没夜辅导上去的这部分孩子的家长就比较头疼了，我本来以为这部分家长占了绝大多数啊，想不到97.5的满意度，那说明这部分家长，要么就是心态调整的快，要么就是本身基数就不大所以这部分家长现在就三条路了：1、一部分超级牛的家长，靠自己的修为推孩子上大学2、另一部分有门路的家长，暗搓搓的给孩子找一对一3、比较广大的一部分，转战周中班，也不能参加学校的晚托，孩子还累的要死
308,这就相当于zf举办地铁、路边停车收费啦等等的听证会，你们知道吗？大概可能新闻划拉过，可是那些市民代表你们见过，认识吗？怎么选出来的？！你们关心吗？！有渠道要求你们选择和投票了吗？为什么大家不关心，还不是因为：最后听证会的结果都是毫无意外，毫无悬念的涨价，收钱！
309,超9成家长对本学期老师未给家长布置作业。嗯，本学期开学没？开学几天了？都在忙啥呢？开始到需要布置作业的时间了么？97.5%家长对新学期减负措施表示满意，其实我想问，新学期的减负措施是啥呢？学校有颁布什么“措施”吗？顶多只是还未来得及颁布措施罢了。所以问题来了，现在还没来得及颁布措施，那我该说满意还是不满意呢？如果不满意，您是不是就要说，有家长对于学校没有早早布置作业不满意——所以家长支持早早布置作业？嘿，反正这种选择题的调查问卷，黑白都是你说了算，不是吗？
310,这次问卷调查是教育通过网络问卷的方式采集的数据，一共有18道问题。截至到9月20日前由全国的家长完成问卷的回答。这是调查问卷18道问题：问卷的设计中规中矩，没有很多回答说得那么偏颇。
311,看了眼问卷，没有填，毫无意义，学生和家长需要的不是减负或者说所谓的减负，减负工作对于学生成绩和发展目前看不出来有什么意义，反正学校不布置作业了，我家孩子回家还是得买习题做。
312,老师累的要死，我和女朋友约会还得先陪她备完课，太离谱了吧。
313,别说这个了，从还没写完毕业论文开始导师就在发学院的通知，告知教育部即将发送给研究生评价调研的邮件，要求按照标准答案填写。直到毕业了还在催导师单独发…这算不算威胁？
314,求求你们别折腾家长了，填表填麻了，各种摊派的任务，投票，调研，上班已经很累了
315,可不敢不满意
316,大家不要过于乐观，双减只减公立学校，私立学校的孩子还在拼命刷题呢！别到时候自己的孩子成了给私立学校陪跑的！总是搞双标，总是整公立，私立学校总有各种特权，有些人却视而不见
317,今天才是我所在城市实施课后服务（延时放学）的第二天，没想到问卷调查结果都出来了，牛！
318,这题我会，我帮我妹答的问卷。班主任提供的答题模板，这结果的真实性不准确。
319,就想问问是不是真有人填表的时候敢不满意？
320,我儿子今年刚上一年级，他的鸡血妈跟他报了5个课外辅导班。前天学校发了调查表要求填写小孩辅导班情况，在老婆淫威下，我含着眼泪填了“无”
321,怎么是搜狐新闻呀，这人民日报不宣传一波双减的成效？这次的问卷可不是当初的几百份精神鸦片能比的5737.7万份问卷，97.5%的满意度这2.5%的143.44W不满意在哪呢？可得好好调查怎么不把问卷公开一下，让我们看看是什么不满意老师对这个双减的评价怎么不做个调查？满意度应该在98.5%吧，但是给给100%一个面子
322,这种自欺欺人的数据真的别拿出来宣传了，自high一下得了
323,竟然有超过4成的家长没有填非常满意。这些学校的工作怎么做的，点名批评一下。
324,看到标题笑死
325,目标都不知道找不到，怎么打的准嘛！根是“思想观念”好嘛。
326,开补习班的家长，或者是损害了他们利益相关的，肯定不满意啦
327,为啥我从小到大都没接受过类似的调查问卷。。。无论关于什么的调查，都没参与过。惨
328,这个比例也太整了一点吧？我先在这里盲猜一个40样本数，且采样严重有偏。
329,作为家长是很满意啊，轻松不少。一群答主抱怨的点很奇怪啊，没给你不满意的的权利？从哪看出来的？知乎封你号了？还是你作为家长没收到这个问卷调查表？问卷表作假了？作为国家部委不至于这个上面造假吧？
330,星际穿越里有一幕主角去学校开家长会老师：你儿子成绩还行主角：是么老师：但是他不够上大学只能当农民主角：你只靠一个数字就决定让我儿子当农民？给你买条裤子还得需要两个数字呢老师：别这样你知道我们现在这个时代已经不需要工程师了而是需要更多的农民不然我们都会饿死主角：你知道今天为什么是我来和你们开家长会么因为孩子他妈脑子里生了肿瘤而你们没有机器查出来因为没有工程师会造那种叫核磁共振的玩意！
331,满意个鬼“双减政策”规定了上学时间不得早于多少，但没规定放学时间啊自从实行了“双减政策”，我弟的学校，上学时间延后十五分钟，但中放学时间延后四十分钟，下午放学延后半小时。我听他说，之前中午一点基本都能在床上睡着，而现在中午一点还在吃饭……严重打乱学生作息时间虽然可能是个别例子，但我也想说，这政策既然还有这么地方可以完善，怎么还会有如此之高的满意率?
